"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
0.20207,0.13908,-0.16741,0.19177,0.25883,0.06298,0.05354,0.47276,0.20266,0.52832,0.41775,0.37342,0.52116,0.41852,0.58053
0.07087,-0.16831,-0.3228,-0.3155,-0.24863,0.08256,0.0442,0.07429,-0.1712,-0.34451,-0.46182,-0.64609,-0.45163,-0.34915,-0.3169
0.17022,0.09938,0.186,0.2543,0.27613,0.13287,-0.07617,-0.27017,-0.37765,-0.48146,-0.32923,-0.2883,0.27387,0.09632,0.19773
0.26563,0.04589,-0.04232,0.17547,0.22619,0.22754,0.23779,0.25114,0.47764,0.2737,0.39758,0.18097,0.1163,0.33498,0.13482
-0.12417,-0.14901,-0.19414,-0.10655,-0.23859,-0.14398,-0.11752,0.2355,-0.11988,-0.01122,0.06416,0.09646,0.03246,0.10393,0.15664
-0.27993,-0.13145,-0.38316,-0.30833,-0.29195,-0.25423,-0.38428,-0.36711,-0.38537,-0.35761,-0.14935,-0.17571,-0.31523,-0.36194,-0.45465
0.14701,-0.15761,-0.22775,-0.21311,-0.12233,0.12295,-0.15396,-0.40585,-0.27685,-0.1051,-0.04787,-0.46862,-0.48671,-0.47492,-0.54835
-0.25728,-0.31633,-0.49612,-0.39455,-0.31991,-0.42394,-0.28739,-0.25718,0.14771,0.07793,-0.11416,-0.2085,-0.01651,-0.14643,-0.23938
0.36947,0.32686,0.45807,0.50542,0.16034,0.21987,0.11603,0.01278,-0.01821,0.17506,0.15661,-0.06544,0.23665,0.26464,0.45195
-0.26804,-0.17955,-0.27281,-0.24389,-0.29204,-0.34175,0.22002,0.2459,0.12941,-0.07249,-0.01814,-0.02342,-0.32235,-0.3789,-0.22225
-0.64925,-0.32706,-0.25466,-0.23524,-0.37957,-0.04028,-0.29795,-0.21688,-0.08846,-0.08255,-0.04055,0.01517,0.05531,0.13221,0.0214
-0.25801,-0.0193,0.09857,-0.18451,-0.2964,-0.26494,-0.43969,-0.40855,-0.18091,-0.12705,-0.32857,-0.34958,-0.28293,-0.30257,-0.43934
-0.08811,-0.11401,-0.05605,0.21075,0.21063,0.32776,0.34962,0.2553,0.22244,0.1157,0.32697,0.37009,0.43473,0.27643,0.19415
0.48207,0.36808,0.20669,0.08215,-0.01412,0.12448,0.04548,-0.22254,-0.27694,-0.38817,-0.21017,0.15285,0.3987,0.11353,0.10701
0.23422,-0.02582,0.23851,0.14023,0.49665,0.75226,0.98804,0.80395,0.70604,0.40929,0.55674,0.5697,0.77821,0.85752,0.6868
0.42063,0.16952,0.13154,0.26299,0.10937,0.08577,0.43278,0.07762,0.13193,0.22167,0.29521,0.76256,0.93731,0.97952,0.98939
-0.33663,-0.43053,-0.4079,-0.1522,-0.31339,-0.37267,-0.21854,-0.505,-0.36406,-0.37489,-0.1706,0.02169,-0.02061,0.03549,0.00714
0.29392,0.28756,0.09534,0.1839,0.11163,0.38325,0.55317,0.52629,0.55149,0.69025,0.43963,0.29678,0.54301,0.70183,0.57456
-0.16502,-0.26613,-0.32018,-0.3966,-0.24422,-0.22552,-0.41323,-0.39957,-0.50612,-0.73744,-0.62157,-0.448,-0.45551,-0.51581,-0.41549
0.18725,0.25598,0.34897,0.24158,0.14724,-0.04148,0.10815,-0.20717,-0.24849,-0.11434,-0.2292,-0.30803,-0.20117,-0.19768,-0.15264
-0.5099,-0.38482,-0.46349,-0.34461,-0.05709,-0.22934,-0.42796,-0.1552,-0.2181,-0.31039,-0.21059,-0.32395,-0.2544,-0.13691,-0.06912
0.24307,0.39545,0.30942,0.28738,0.14338,0.2587,0.3265,0.43846,0.22887,0.00347,0.23556,0.23168,0.2861,0.18531,0.40008
-0.03961,0.17717,0.34344,0.34302,0.54703,-0.0907,0.28414,0.43449,0.13952,0.44378,0.47328,0.64458,0.8602,0.5169,0.3686
-0.04449,-0.01779,0.08399,0.15746,0.07476,-0.18067,-0.01029,0.063,-0.18344,-0.14604,-0.24405,-0.14468,-0.05918,-0.00801,-0.05388
0.31507,0.18755,0.14379,0.22544,0.22038,0.02276,0.0208,-0.26583,-0.02197,-0.18349,-0.31214,-0.35083,-0.32151,-0.46598,-0.21156
0.09552,-0.14465,0.03809,0.22536,0.27308,0.19922,0.16329,0.27293,0.45249,0.42935,0.37089,0.21519,0.06636,0.17175,-0.01955
0.03914,0.12742,-0.08487,0.07219,0.26393,0.31183,0.18191,0.03418,0.213,-0.25611,-0.21903,-0.3072,-0.21635,0.00851,-0.00218
0.17995,0.09342,0.08733,0.05807,0.2223,0.25672,0.10667,-0.18429,-0.06417,-0.20163,0.01524,-0.19703,-0.42816,-0.46401,-0.39796
-0.24332,-0.17108,-0.31024,-0.42459,-0.53286,-0.47106,-0.15921,-0.00938,-0.24209,-0.18852,-0.19631,0.05278,0.03195,-0.21021,-0.00065
-0.37171,-0.37633,-0.52294,-0.35177,-0.38701,-0.40061,-0.35507,-0.61471,-0.63997,-0.69012,-0.73347,-0.78925,-0.85491,-0.6424,-0.47255
0.24551,0.39334,0.36036,0.22122,0.22834,0.06488,-0.09929,-0.20515,-0.15886,-0.12137,-0.11917,-0.1043,0.03534,-0.14552,-0.24859
0.33811,0.35287,0.39971,0.35924,0.18596,0.15439,-0.01679,-0.32689,-0.3164,-0.11028,0.19575,0.2565,-0.1049,-0.34527,-0.3558
0.11907,0.18668,0.19956,-0.02977,0.16775,0.29998,0.58832,0.28025,0.19439,0.28403,0.16223,0.00281,-0.0132,-0.1081,-0.41563
0.02624,-0.07345,-0.04564,0.00349,0.04795,0.2677,0.27557,0.22941,0.36693,0.31416,0.22825,0.50351,0.50589,0.35839,0.193
0.37272,0.27765,0.42938,0.33084,0.11859,0.09638,0.1822,0.18558,0.22639,0.4227,0.22954,0.11022,0.20686,0.16289,0.3967
0.04269,-0.07066,-0.07278,0.0114,0.30895,0.23228,0.2591,0.24446,0.15924,0.02988,0.15254,0.31849,0.64728,0.73549,0.94218
0.08603,0.17185,0.17271,-0.07437,-0.15176,-0.17055,-0.17817,-0.15126,-0.10632,-0.20815,0.08158,0.31004,0.45212,0.36227,0.14419
0.02873,-0.02136,0.07619,0.32229,0.46848,0.40435,0.67524,0.28804,0.17888,0.2113,0.26023,0.52906,0.32588,0.2658,0.40198
0.19906,0.27233,0.15438,0.64106,0.75247,0.45457,0.71097,0.62137,0.40006,0.1911,0.46893,0.49621,0.68096,0.34077,0.15011
-0.30306,-0.54352,-0.24697,-0.53669,-0.15784,-0.04451,0.01622,-0.00204,-0.04605,0.1192,0.17861,0.11272,0.05274,0.07039,0.0398
-0.0946,-0.02375,-0.06054,0.31021,0.35202,0.15994,0.38144,0.56597,0.71215,0.87164,0.70067,0.64204,0.44172,0.27062,0.38488
-0.02814,-0.16038,-0.03569,0.10232,0.15093,0.16876,0.28479,0.19501,0.22895,0.11278,0.25637,0.05161,0.40323,0.224,0.18084
-0.4283,-0.34973,-0.18915,0.17838,0.16997,0.26899,0.09544,-0.1651,-0.39201,-0.63389,-0.43785,-0.33474,-0.27562,-0.35246,-0.20089
0.17809,0.23073,0.19575,0.21468,0.05247,0.106,0.13508,0.06398,-0.05006,0.07643,0.25521,0.42219,0.08508,-0.19777,-0.11175
0.07816,0.00738,-0.19617,-0.11707,0.16184,0.35512,0.20152,-0.05916,0.19918,0.35707,0.4122,0.05953,0.11401,0.06772,0.09347
-0.21115,-0.21019,-0.09381,-0.34746,-0.03123,0.0535,-0.13945,-0.29002,-0.29303,-0.09551,-0.21536,-0.17082,-0.30366,-0.26293,-0.29751
0.09615,-0.10197,-0.49976,-0.4181,-0.2318,-0.44071,-0.17712,-0.23124,-0.0337,-0.06984,-0.03988,-0.14905,-0.12742,-0.08327,0.15229
0.04783,-0.06105,-0.04294,-0.26229,-0.13041,-0.28125,-0.10865,-0.02341,-0.34574,-0.15031,-0.06669,0.14426,0.12597,0.56215,0.52607
-0.11222,-0.29452,-0.11332,-0.14406,0.26872,0.50722,0.53377,0.77034,0.90508,0.95736,1.00974,1.04479,1.41778,1.42474,1.22475
-0.03873,-0.11944,-0.40477,-0.44304,-0.45624,-0.33188,-0.19485,-0.43203,-0.30191,-0.41091,-0.38015,-0.37404,-0.50787,-0.42415,-0.3424
-0.20638,-0.2355,-0.20315,-0.06709,-0.10214,-0.17871,0.18065,0.19364,0.01684,-0.2059,-0.19345,-0.26094,-0.47124,-0.43655,-0.5298
0.14745,0.28213,0.23115,0.15032,0.09784,0.53426,0.62502,0.55443,0.48622,0.40266,0.38404,0.12381,0.0865,0.24668,0.43902
-0.31411,-0.14271,-0.05417,0.08002,-0.28524,-0.10791,-0.31,-0.03492,0.16671,0.06072,0.096,0.49582,0.34154,0.35282,0.2831
0.05723,0.06305,-0.05705,-0.21508,-0.26047,-0.45901,-0.32515,-0.48763,-0.53207,-0.0748,0.14768,0.45837,0.34254,0.37001,0.41798
0.18272,0.1913,-0.04724,-0.01453,-0.16651,0.05222,0.24144,0.24823,0.29402,0.09668,-0.33453,-0.37933,-0.33724,-0.34699,-0.55709
0.09585,0.01339,-0.03973,-0.28153,-0.39676,-0.22512,-0.0899,-0.02384,0.10322,0.29,0.3098,0.30641,0.41843,0.18717,0.01841
-0.22989,-0.20032,-0.32968,-0.26719,-0.32955,-0.28037,-0.50537,-0.39978,-0.4998,-0.44092,-0.53865,-0.61313,-0.81474,-0.64163,-0.71633
-0.29342,-0.50281,-0.57713,-0.5743,-0.58998,-0.6199,-0.61242,-0.74139,-0.7751,-0.44836,-0.20418,-0.16581,-0.17583,-0.24033,-0.2038
-0.40653,-0.57753,-0.61133,-0.51391,-0.24235,-0.20699,-0.19646,-0.29623,-0.14327,-0.01701,0.23362,0.33505,0.29443,0.57765,0.2759
0.15858,0.32165,0.18246,0.04372,0.15148,-0.07703,0.1077,0.39859,0.49555,0.5781,0.44924,0.22924,0.56882,0.55135,0.76494
0.05614,0.069,0.03343,-0.29303,-0.13764,-0.00296,0.24573,0.03477,0.30391,0.241,0.18695,-0.02257,0.18504,0.05734,0.0798
0.0291,0.25252,0.11658,0.17256,-0.04471,0.09714,0.0844,0.14985,0.44727,0.41174,0.39561,0.41023,0.44646,0.24438,0.18761
0.20759,0.18199,0.19133,0.54433,0.48376,0.44039,0.57774,0.6459,0.65966,0.53046,0.59011,0.62687,0.40342,0.66612,0.67136
-0.32186,-0.44038,-0.30973,-0.18791,-0.10647,-0.15947,-0.53619,-0.52064,-0.65885,-0.58555,-0.18496,-0.09164,-0.2064,-0.17634,-0.04583
0.11031,-0.07606,-0.29228,-0.11418,-0.13703,-0.46439,-0.52522,-0.44781,-0.46397,-0.13948,-0.16479,-0.14262,-0.16163,-0.15486,-0.14782
-0.31629,-0.00446,0.13247,0.35489,0.27907,0.3111,0.43358,0.4348,0.17075,-0.16799,-0.02533,0.22759,0.30961,0.19253,0.38946
-0.07251,-0.3335,-0.34536,-0.2839,-0.38325,-0.22133,-0.40083,-0.49091,-0.51618,-0.52598,-0.32812,-0.17158,-0.20514,-0.45415,-0.41208
-0.49058,-0.47489,-0.16406,0.06168,0.16983,0.16172,0.14327,0.12282,0.1872,0.21804,0.25396,0.36079,0.49617,0.58048,0.37075
-0.40927,-0.14093,-0.36843,-0.11473,0.02056,-0.12665,-0.21599,-0.07924,0.00552,0.05332,-0.15316,-0.08962,-0.14768,0.08655,0.42407
-0.21148,-0.22913,-0.19289,-0.22492,-0.34987,-0.61464,-0.63733,-0.83471,-0.84045,-0.63547,-0.58477,-0.2189,-0.09617,-0.36312,-0.52848
0.08652,-0.18724,-0.00412,0.01361,0.25367,0.40296,0.36123,0.07818,0.03786,0.0113,-0.06373,0.14686,0.13604,0.2678,0.38698
0.06349,0.01443,-0.00718,-0.05725,0.00186,0.06612,0.07061,0.11703,0.09426,0.12551,0.00099,-0.08301,0.13296,0.41877,0.63925
0.23358,0.25348,0.05336,0.03482,0.16434,0.37392,0.37908,0.21677,0.04929,-0.01993,-0.02682,0.01107,0.24253,0.21696,0.09425
0.08947,0.20632,0.2428,0.43258,0.30364,0.37607,0.26526,-0.04088,0.13714,0.08898,0.0357,0.07627,-0.07736,-0.17257,-0.07544
0.09685,-0.0907,-0.1052,-0.27986,-0.32068,0.25224,0.14882,0.23776,0.23608,0.34025,0.13539,0.28447,0.34887,0.02417,-0.03497
-0.24077,0.08564,0.02064,0.06035,0.07931,0.14225,0.04345,0.03246,0.17194,0.03557,-0.08577,-0.45319,-0.22829,-0.00161,-0.12141
-0.26235,-0.18705,0.16613,0.13104,0.30915,0.49777,0.36889,0.34423,0.23764,0.17236,0.39334,0.4278,0.31273,0.26256,0.57273
-0.15737,-0.04981,-0.33927,-0.44535,-0.10556,0.06188,0.26503,0.19792,-0.08472,-0.31289,-0.2924,-0.25841,-0.3431,-0.35357,-0.14323
-0.46119,-0.48021,-0.48889,-0.48763,-0.33376,-0.20705,-0.44848,-0.45271,-0.3103,-0.0195,0.11654,0.11292,0.09245,-0.21849,-0.3596
-0.07701,0.06626,-0.08148,-0.24669,-0.13211,-0.19031,-0.59598,-0.52532,-0.41982,-0.56987,-0.72941,-0.86608,-0.85848,-1.0718,-0.93316
-0.04827,0.17365,0.18978,-0.04281,0.04104,-0.23582,-0.15947,-0.06687,-0.17833,-0.13719,7e-04,0.17351,0.14679,0.23248,0.1322
-0.11973,-0.16899,-0.11525,0.05081,0.0891,0.1588,0.13835,0.04531,-0.21659,-0.09704,-0.02994,-0.0808,0.14095,0.32165,0.57001
0.07258,-0.01801,0.40535,0.41683,0.52044,0.22929,0.2808,0.31584,0.36214,0.12822,0.32643,0.45631,0.62995,0.72074,0.68359
-0.32857,-0.34151,-0.22933,-0.37741,-0.39834,-0.12575,0.0902,0.14454,0.41921,0.54349,0.4343,0.45414,0.62523,0.9954,1.20083
-0.47752,-0.15017,0.136,0.28112,0.19011,0.02843,-0.16016,-0.3815,-0.18244,-0.04673,-0.04397,-0.14909,0.05373,0.18608,0.18081
0.16878,0.24651,0.3231,0.14232,0.2903,0.06712,0.29015,0.2067,0.25971,0.3267,0.45762,0.42948,0.51937,0.62912,0.66064
-0.24388,-0.16366,0.02847,0.17162,0.00632,0.05541,0.17046,-0.00096,0.19814,-0.16849,-0.18998,-0.32689,-0.33092,-0.37502,-0.37814
-0.23265,-0.05348,0.06202,0.03332,0.27968,0.09684,0.05725,0.04993,0.12157,0.12566,0.08578,-0.22176,-0.07629,0.20161,-0.1058
-0.12828,-0.20356,-0.25944,-0.0613,-0.08337,-0.00665,-0.01138,-0.15917,-0.04719,-0.20158,-0.18125,-0.1588,-0.38103,-0.59975,-0.46116
-0.20052,-0.20897,0.06092,-0.05011,0.13827,-0.1045,0.16161,0.23238,0.28116,0.36671,0.6058,0.29976,0.25305,0.56102,0.49015
0.31238,0.39471,0.43975,0.36287,0.35938,0.14935,0.25059,0.27525,0.04624,0.11006,0.05667,0.12292,0.09732,0.29869,0.31907
0.25647,-0.02922,-0.03792,-0.29797,-0.14848,-0.33992,-0.2196,0.00794,-0.17961,0.08738,0.20155,0.09373,0.30025,0.17952,0.31194
0.01654,0.11554,0.18463,0.38406,0.16989,-0.09733,0.21573,0.04914,0.17077,-0.13983,0.43465,0.32311,-0.05384,-0.06337,-0.05687
-0.04862,-0.26085,-5e-04,-0.13347,0.02475,0.14368,0.25296,-0.05857,-0.00454,0.01507,0.17737,0.10895,0.54827,0.4427,0.2895
-0.13898,-0.22383,-0.14189,-0.11422,-0.23466,0.27156,0.21315,0.04138,-0.06547,0.03237,0.17587,0.29508,0.31669,0.05086,0.07204
0.2434,0.24032,0.07751,0.20984,0.04961,-0.05998,-0.01569,0.06639,0.12,-0.18719,-0.15203,-0.19897,-0.18474,-0.21907,-0.38271
0.09253,0.08535,-0.03793,-0.16215,-0.05748,-0.13458,-0.23563,-0.04023,-0.02037,0.11207,-0.01362,0.13533,0.08613,0.16455,0.32596
0.06196,0.14937,0.32176,0.20605,0.1621,0.21017,0.10555,0.23245,0.08339,-0.06029,0.09523,0.1257,0.22976,0.28375,0.15732
-0.39795,-0.51024,-0.43158,-0.58822,-0.76003,-0.64725,-0.60688,-0.60794,-0.63368,-0.48651,-0.60421,-0.73869,-0.49981,-0.61054,-0.60097
0.21389,0.10757,0.16088,0.25273,0.23492,0.19709,0.17926,-0.1129,-0.03298,-0.05099,0.15094,0.06784,-0.0122,-0.04014,-0.28703
-0.14054,-0.12012,-0.30459,-0.21968,-0.23429,-0.1004,-0.01827,-0.18037,-0.20736,-0.13128,0.07656,-0.03154,0.08374,-0.1946,-0.10955
0.07715,0.09594,0.08633,0.01604,-0.21374,-0.2953,-0.13061,-0.01071,-0.09546,0.12562,0.15131,0.29144,0.46461,0.55036,0.34573
0.01933,-0.09644,-0.13581,0.17052,0.1324,0.22036,0.02934,0.07491,0.25876,0.15108,0.27428,0.54244,0.62072,0.47483,0.26896
0.33809,0.62676,0.44474,0.63948,0.51613,0.51107,0.28258,0.00913,0.11178,0.27398,0.38503,0.34984,0.52142,0.31946,0.43642
0.36343,0.16977,0.07322,0.17777,0.04757,0.23335,0.39046,0.20871,0.40715,0.52999,0.42786,0.37397,0.25315,0.39692,0.68533
0.31261,0.09307,0.16116,0.31023,0.27417,0.13173,0.00616,-0.16906,0.15688,0.13544,0.08762,-0.03791,0.14727,-0.10667,-0.05387
-0.02212,-0.03417,-0.05301,-0.19781,-0.00178,0.08334,-0.0444,-0.12323,-0.0511,-0.01899,-0.21847,-0.28934,-0.30872,-0.34602,-0.23551
-0.03974,-0.21512,-0.12839,-0.07047,0.11531,-0.04293,-0.3872,-0.35012,-0.40634,-0.29831,-0.43483,-0.46884,-0.54386,-0.43756,-0.43851
0.00154,-0.1036,0.02631,0.21722,0.28029,0.08806,-0.03067,-0.17414,-0.24357,-0.0466,-0.0728,-0.22443,-0.35022,-0.38956,-0.40537
0.08521,0.0717,0.18804,0.0414,0.04528,0.02622,-0.24607,-0.20321,-0.45788,-0.55962,-0.53452,-0.82165,-0.8027,-0.57571,-0.72787
-0.00349,0.09177,0.18771,0.13818,0.024,-0.12639,-0.00886,-0.09375,0.04326,-0.21287,-0.18672,-0.14276,-0.0513,-0.1012,-0.20185
-0.31967,-0.15639,-0.13007,-0.39075,-0.29011,-0.24455,-0.49955,-0.46642,-0.30871,-0.03686,0.1444,0.15757,0.27017,0.07587,-0.0031
-0.20971,-0.27464,-0.18512,-0.20004,-0.1643,0.00854,-0.04698,-0.06496,-0.0808,0.25149,0.33752,0.27675,0.3603,0.23387,0.43069
-0.30038,-0.21466,-0.21258,-0.16167,-0.25683,-0.26525,-0.52824,-0.61619,-0.60864,-0.77876,-0.70747,-0.73082,-0.66909,-0.40297,-0.57189
-0.18949,-0.20296,-0.48491,-0.39804,-0.28835,-0.44954,-0.3761,-0.15685,0.05819,0.02871,0.13622,-0.06935,-0.22646,0.0361,0.08623
0.30085,0.08271,-0.01756,-0.21683,-0.24424,-0.31037,-0.39133,-0.51468,-0.39964,-0.58065,-0.57244,-0.52711,-0.37059,-0.15552,-0.23434
-0.03661,-0.25083,-0.34184,-0.36931,-0.69001,-0.33547,-0.29644,-0.41111,-0.11885,-0.05459,-0.02557,-0.23111,-0.24019,-0.50565,-0.6473
0.17089,0.20088,0.10916,-0.01459,0.1859,0.23437,0.1772,0.25838,-0.16377,-0.28736,-0.11147,-0.20861,-0.16104,0.12476,0.03638
-0.01032,-0.19871,-0.38232,-0.27434,0.00829,0.1667,0.23578,0.15516,0.25068,0.15972,-0.16764,-0.17225,-0.09473,-0.22128,-0.03278
0.22151,0.53197,-0.01345,-0.08353,-0.13227,-0.27672,-0.2653,-0.05025,-0.00853,-0.18551,-0.15187,-0.42029,-0.27484,-0.45504,-0.25881
-0.51133,-0.60376,-0.7272,-0.68148,-0.60515,-0.22666,-0.02803,-0.24537,-0.26117,-0.34072,-0.38403,-0.81733,-1.1777,-1.08163,-0.99197
-0.09793,0.08768,0.31457,0.19404,0.27972,-0.03855,-0.18152,0.01252,-0.1065,0.17576,0.27433,-0.02394,0.14727,0.02496,-0.17898
-0.00904,0.19514,0.16759,0.26213,0.33142,0.26352,-0.02415,0.22894,0.17553,0.18297,0.44576,0.62447,0.44391,0.5272,0.38291
0.08021,0.20721,0.18446,0.02376,0.07336,-0.08574,-0.05276,-0.12698,-0.14264,-0.33782,-0.4819,-0.41366,-0.31672,-0.32579,-0.44493
-0.0791,0.08487,-0.16604,-0.0137,0.2705,0.26976,0.13345,-0.05355,-0.04082,-0.04418,-0.04764,-0.25092,-0.29214,-0.45734,-0.52833
-0.05791,0.13727,-0.04006,0.14912,0.08966,0.02388,0.06684,-0.15496,-0.04915,-0.0244,0.04401,0.28375,0.0825,-0.19999,-0.14944
0.2847,0.36946,0.08888,0.036,0.04277,0.04665,-0.14155,0.01845,-0.08996,0.29528,0.49815,0.54187,0.42867,0.37613,0.20979
0.17057,0.16905,0.1242,0.24217,0.1266,0.16851,0.03796,-0.17511,-0.07907,0.06697,-0.00737,0.00349,-0.15233,-0.23475,-0.22368
-0.05395,0.07387,0.21868,0.38468,0.39206,0.08306,0.15821,-0.00162,0.2646,0.52943,0.56733,0.61585,0.40776,0.59345,0.58966
-0.03308,0.02267,0.06277,0.06699,0.11115,-0.08919,-0.17973,-0.22083,-0.12728,-0.31182,-0.45321,-0.18279,-0.03792,0.06745,-0.15112
0.17854,0.0507,0.24275,0.46493,0.39604,0.36511,0.44899,0.61689,0.62243,0.31458,0.32095,0.26377,0.27237,0.30452,0.331
-0.37831,-0.21078,-0.21093,0.11381,0.01441,0.07471,0.12092,0.29511,0.5762,0.62437,0.62695,0.41201,0.21284,0.31056,0.29473
0.1939,-0.06239,-0.18127,-0.27662,-0.10707,-0.08546,-0.34148,-0.46147,-0.52672,-0.64632,-0.66481,-0.64679,-0.64081,-0.32028,-0.28993
0.33791,0.1985,-0.18856,-0.20627,0.01062,0.07795,0.03276,-0.01954,0.24032,0.03077,0.1866,-0.14628,-0.11118,-0.18971,-0.27289
-0.18383,-0.37219,-0.29842,-0.08922,-0.38789,-0.53388,-0.57935,-0.53078,-0.38105,-0.08674,-0.18345,-0.25538,-0.50877,-0.70285,-0.73843
0.01929,-0.10364,-0.13943,0.00176,-0.10176,0.21257,0.1658,0.13872,-0.0024,0.27744,0.02823,0.29402,0.32695,0.45988,0.18795
-0.3975,-0.43498,-0.50721,-0.14062,-0.11702,-0.16125,-0.03719,-0.24706,-0.35307,-0.18173,-0.21733,-0.16672,-0.28019,-0.1758,-0.27697
-0.04847,0.26843,0.3918,0.37509,0.18589,0.18508,-0.06675,0.24034,0.23643,0.24469,0.13955,-0.06612,-0.03559,-0.03327,-0.00487
0.05031,-0.15167,-0.17409,-0.3586,-0.29631,-0.19531,-0.22628,0.04122,-0.30481,-0.2214,-0.24557,-0.30966,-0.0629,-0.40184,-0.37376
-0.18064,-0.16885,-0.23885,-0.14691,-0.34082,0.02026,-0.04925,0.00428,-0.01007,-0.11857,-0.18518,-0.00114,-0.17068,-0.12818,-0.29854
-0.06845,-0.16512,-0.00477,-0.12308,-0.23161,-0.50082,-0.55381,-0.3834,-0.4689,-0.45642,-0.71328,-0.73427,-0.93988,-0.915,-0.87522
-0.24147,-0.19908,-0.08354,0.04992,-0.10155,-0.38749,-0.41106,-0.25269,-0.06704,-0.04613,-0.2333,-0.38354,-0.44838,-0.30872,-0.18092
-0.04335,-0.31527,-0.14815,-0.39932,-0.13849,-0.02816,-0.38307,-0.45684,-0.76473,-0.43531,-0.29254,-0.16656,-0.20398,-0.38653,-0.1525
-0.07909,-0.17057,-0.03495,0.14474,-0.00129,-0.02589,0.10546,0.15966,0.0903,-0.13575,-0.08319,-0.31022,-0.38642,-0.31871,-0.37669
0.1338,-0.05247,-0.02657,0.09596,0.31174,0.21288,0.12039,-0.06033,0.09277,-0.10598,-0.04519,0.19354,0.14448,0.46565,0.26457
0.1944,0.32822,0.46915,0.35928,0.26425,0.25695,0.31091,0.20128,0.17674,-0.05107,-0.1633,0.09004,0.19676,0.1966,0.22976
0.41147,0.35163,0.42212,0.47636,0.26729,0.51868,0.21042,0.14111,0.04315,0.16865,0.14432,0.02401,0.16345,-0.01749,0.07413
0.22252,0.36679,0.27392,0.40535,0.54829,0.26283,0.37555,0.17274,0.06101,0.1299,0.14974,-0.10146,-0.18321,-0.09781,-0.01223
-0.11426,-0.00263,0.06643,-0.09356,-0.03504,0.05343,0.01208,-0.09843,-0.36201,-0.4686,-0.63036,-0.76686,-0.56389,-0.4145,-0.54677
-0.08705,0.10912,0.17049,0.22713,0.36032,0.0506,-0.20163,-0.22328,-0.17661,-0.04235,-0.00221,0.12845,-0.18396,-0.22466,-0.23498
0.45691,0.29783,0.23307,0.24374,0.24092,0.07454,0.15557,0.33943,0.15141,0.28029,0.48456,0.5246,0.24217,0.47476,0.48163
-0.30159,-0.42135,-0.39147,-0.49921,-0.52201,-0.60501,-0.53619,-0.5456,-0.39146,-0.53514,-0.52896,-0.32513,-0.44722,-0.24281,-0.60251
-0.03689,-0.10235,-0.21286,-0.05655,-0.22271,-0.06631,-0.03202,-0.15026,-0.28433,-0.04422,0.09484,-0.03809,-0.14536,-0.33618,-0.17999
0.6014,0.51431,0.46981,0.2524,0.417,0.30537,-0.01085,0.13903,0.06082,-0.24469,-0.12648,-0.07351,0.03484,-0.07014,0.1749
-0.07895,-0.19434,0.24122,0.45514,0.26224,0.21114,0.17224,0.10837,0.10112,0.19287,0.29587,0.52032,0.23856,0.38181,0.43502
-0.28917,-0.14349,-0.14623,-0.14419,-0.08861,-0.06845,-0.09059,0.26549,0.07862,0.14056,0.08618,-0.12573,0.08239,0.2238,-0.0382
0.08911,-0.00722,0.20918,0.273,0.352,0.07629,0.14561,0.1936,0.18508,0.16593,0.29801,0.00774,0.09612,0.21045,0.32137
-0.31553,-0.19502,-0.25123,-0.1239,-0.27527,-0.45262,-0.49025,-0.13287,-0.13424,-0.03558,-0.13546,-0.21497,0.00621,-0.35342,-0.05893
-0.36619,-0.36739,-0.64875,-0.29763,-0.03186,0.08135,0.16795,0.30085,0.44076,0.41084,0.31745,0.37352,0.23527,0.0443,0.05287
-0.05988,0.11884,0.06449,0.21156,0.2546,-0.00166,0.13773,-0.29214,-0.27538,-0.24771,-0.26189,0.03153,-0.01644,-0.32274,-0.40538
-0.27994,-0.33261,-0.21806,-0.38821,-0.6968,-0.54002,-0.59409,-0.56029,-0.39523,-0.17815,-0.15753,0.09607,0.2783,0.49577,0.47265
-0.13258,-0.14726,0.05923,0.11895,-0.2532,-0.4482,-0.33191,-0.37856,-0.38038,-0.08897,-0.32169,-0.37939,-0.31399,-0.18875,-0.25565
0.29547,0.12087,0.2039,0.00617,-0.20874,-0.2312,-0.13777,0.10258,-0.04142,-0.18832,-0.09257,-0.14345,-0.14983,-0.01477,-0.44194
0.49803,0.44565,0.24525,0.23447,0.25583,0.60102,0.56518,0.52696,0.42703,0.50806,0.50542,0.42461,0.63355,0.5615,0.44645
-0.16465,0.00485,-0.01241,-0.01638,0.07936,0.37135,0.2374,0.26011,0.13932,0.2144,0.18823,0.07342,-0.03792,0.08542,0.20223
-0.14231,-0.06842,-0.21319,-0.08815,-0.2067,-0.19095,0.03603,0.20433,-0.12719,-0.02767,-0.54496,-0.64954,-0.79367,-0.5037,-0.57594
0.07991,-0.009,-0.13433,0.01579,-0.12084,-0.03275,-0.02628,-0.09924,-0.04124,-0.01303,-0.06948,-0.05826,0.17351,0.11127,0.22497
-0.26106,-0.06942,-0.20383,-0.27496,-0.12351,-0.11139,0.00871,0.04382,0.15274,0.28567,0.21247,0.12215,0.02965,-0.02002,0.04354
-0.00846,0.05783,-0.14847,-0.15118,-0.00159,0.08828,0.03961,-0.04828,-0.13566,-0.14523,-0.15605,0.07349,-0.04775,-0.26528,-0.42063
