"inlf","hours","kidslt6","kidsge6","age","educ","wage","repwage","hushrs","husage","huseduc","huswage","faminc","mtr","motheduc","fatheduc","unem","city","exper","nwifeinc","lwage","expersq"
1,2340,1,2,36,10,0.1282,0,2020,37,8,3.7129,11500,0.7815,10,7,7.5,0,1,11.20001,-2.054164,1
1,1960,0,1,48,12,6.6327,6.3,1980,56,10,10.606,34000,0.5515,7,7,14,1,29,20.99991,1.892012,841
1,532,0,1,47,12,5.6391,3.6,1968,47,11,8.6382,28700,0.6615,7,3,11,1,9,25.7,1.729725,81
1,394,0,0,45,12,1.599,2.5,2100,45,12,3.8367,9563,0.7515,7,7,7.5,0,6,8.932994,0.4693784,36
1,675,0,2,37,12,2.6667,3,2651,48,17,7.1671,20960,0.6915,7,7,7.5,0,11,19.15998,0.9808417,121
1,1515,0,4,46,16,7.9208,6.8,1918,49,14,8.8634,38590,0.6215,12,10,14,1,17,26.58999,2.069492,289
1,1030,0,3,43,17,5.3398,5.8,2585,46,16,7.7369,27900,0.6615,12,12,5,1,6,22.40001,1.675188,36
1,1250,0,2,42,12,4,4,2250,46,17,9.1702,25633,0.6215,7,7,7.5,1,7,20.633,1.386294,49
1,1158,1,2,34,17,6.0449,5.1,2480,39,17,11.29,35200,0.5515,12,12,7.5,1,2,28.20001,1.799215,4
1,112,0,0,52,12,6.25,0,2924,53,12,6.3269,29500,0.5815,7,7,7.5,1,24,28.8,1.832582,576
1,336,0,3,37,12,2.9762,2.2,1896,52,9,4.7468,10000,0.7515,10,7,7.5,0,4,8.999997,1.090647,16
1,1984,0,1,37,12,4.2339,4.78,2332,40,12,4.8885,19800,0.6915,10,7,5,0,11,11.39994,1.443124,121
1,716,0,0,52,8,3.4916,2.2,3482,59,7,2.4842,12900,0.7215,7,7,5,0,25,10.40001,1.25036,625
1,1410,1,0,30,12,4.9645,1.28,2106,30,14,8.547,26080,0.6215,12,12,7.5,0,11,19.08006,1.602313,121
1,1300,0,1,31,13,2.7692,0,1160,32,12,6.6379,13066,0.7515,17,7,11,1,2,9.46604,1.018559,4
1,1640,0,1,38,12,3.6585,3.25,2040,46,12,3.1863,12500,0.7215,7,7,7.5,0,19,6.50006,1.297053,361
1,1202,0,3,43,12,5.3935,0,2856,48,16,4.5466,35600,0.5815,7,7,9,1,7,29.11701,1.685194,49
1,489,0,1,49,8,0.6564,2.29,950,51,8,12.789,19424,0.7515,7,7,5,1,2,19.10302,-0.4209849,4
1,2076,0,0,55,12,4.7688,4.68,2068,58,10,6.528,26250,0.6615,7,7,5,1,20,16.34997,1.562095,400
1,526,0,2,38,17,8.5551,4.2,1896,42,17,16.403,36525,0.5515,12,14,9.5,1,10,32.02502,2.146528,100
1,1721,0,0,52,17,10.459,9.5,2000,56,16,7,34700,0.61,14,17,14,1,19,16.70006,2.347463,361
1,1327,0,0,48,12,2.6375,2.57,288,51,11,13.542,8311,0.7515,7,7,11,1,17,4.811038,0.9698315,289
1,584,0,2,32,13,6.8493,4.32,2160,33,12,6.713,28626,0.6915,12,10,11,1,12,24.62601,1.924146,144
1,1376,0,1,32,12,5.0872,5,3120,33,17,5.4487,24400,0.6615,7,7,5,1,11,17.40001,1.626728,121
1,1040,0,2,38,12,0.9615,0,1944,41,17,6.6872,14025,0.7215,7,7,7.5,1,6,13.02504,-0.0392607,36
1,548,0,3,46,12,4.3066,3.69,2046,47,12,9.0943,21367,0.6915,16,12,14,1,10,19.00698,1.460149,100
1,15,0,3,40,12,7.0667,0,2005,42,9,6.5337,14136,0.7515,7,7,7.5,0,4,14.03,1.955394,16
1,1980,0,4,31,9,2.5253,2.56,2070,36,10,4.686,19900,0.7515,10,7,5,1,2,14.89991,0.9263599,4
1,1520,0,1,43,10,7.8947,5,3000,50,12,8,37000,0.5215,12,9,9.5,1,13,25.00006,2.066192,169
1,1880,0,0,51,12,4.1489,3.9,2640,51,12,4.053,18500,0.6915,7,7,7.5,0,21,10.70007,1.422843,441
1,1260,1,0,30,16,8.1746,8.17,2450,34,17,8.1633,34550,0.5515,16,14,5,1,9,24.25,2.101032,81
1,1092,0,0,52,13,9.5971,0,1000,53,15,16.5,49620,0.4615,10,7,11,1,4,39.13997,2.261461,16
1,1587,1,5,30,8,2.0164,2.3,2080,33,8,3.4615,10400,0.7815,3,3,7.5,0,2,7.199973,0.7013138,4
1,156,0,0,51,16,7.6218,0,2413,51,16,11.361,33000,0.5515,16,16,11,1,19,31.811,2.031013,361
1,1939,0,2,31,13,3.1975,3.43,2570,31,12,3.8911,16200,0.7215,7,3,7.5,1,4,10.00005,1.162369,16
1,1250,0,4,34,12,1.6,1.36,2030,52,12,9.6059,22660,0.6915,12,16,7.5,1,9,20.66,0.4700036,81
1,610,0,0,49,11,4.0984,4,4684,59,17,2.6687,16000,0.7215,7,7,7.5,1,14,13.49998,1.410597,196
1,270,1,3,35,13,1.4815,5,2802,41,17,8.8865,25780,0.6615,7,16,9.5,1,6,25.38,0.3930551,36
1,660,1,0,53,12,3.6364,3.15,2090,59,12,6.3636,20675,0.7215,7,12,7.5,1,24,18.27498,1.290994,576
1,1000,0,3,32,12,1,0,2053,46,16,17.728,40213,0.5515,12,7,11,0,1,39.213,0,1
1,1920,0,3,38,10,2.6042,2.93,1984,42,10,5.2923,15500,0.7215,12,7,7.5,1,13,10.49994,0.9571255,169
1,200,0,0,54,12,1.75,0,2040,54,16,15.686,35207,0.5815,7,12,9.5,1,3,34.857,0.5596158,9
1,1500,0,1,47,17,4.8,3.6,2794,58,8,5.2423,35702,0.5515,10,12,11,1,10,28.502,1.568616,100
1,868,0,1,45,15,5.53,6,3290,47,14,3.0395,17800,0.7215,14,12,9.5,1,16,12.99996,1.710188,256
1,2318,0,1,47,16,4.0984,4.2,1911,46,16,16.745,50900,0.4915,16,16,5,1,9,41.39991,1.410597,81
1,2000,0,0,59,10,1.25,0,2000,60,12,3.75,17280,0.6915,7,7,5,0,19,14.78,0.2231435,361
1,60,0,1,32,11,1.6667,0,2580,31,12,5.814,15150,0.7215,10,9,5,1,4,15.05,0.5108456,16
1,1715,0,1,45,12,3.7901,3.38,2400,49,17,10.833,36200,0.5815,7,7,7.5,1,10,29.69998,1.332392,100
1,550,0,4,40,12,2.3636,2.26,1740,47,12,9.0029,17465,0.7215,14,12,5,1,5,16.16502,0.8601859,25
1,1960,0,2,47,14,10.204,0,2500,50,12,6.54,45205,0.61,14,12,3,1,7,25.20516,2.32278,49
1,44,1,2,36,16,6.8182,1.36,1840,37,17,5.9783,14500,0.7515,12,10,5,0,3,14.2,1.919595,9
1,1920,0,0,56,14,7.2146,6.92,2036,56,14,8.6248,32011,0.5815,7,7,7.5,0,38,18.15897,1.976107,1444
1,2540,0,1,41,8,2.4484,0,3536,43,11,4.8329,35200,0.6215,7,12,9.5,0,16,28.98106,0.8954347,256
1,156,0,3,48,7,1.1987,0,880,51,11,10.909,13579,0.7515,3,7,11,0,13,13.392,0.1812376,169
1,780,1,2,36,12,1.641,0,2007,38,12,3.8864,10455,0.7515,7,7,11,0,1,9.17502,0.4953058,1
1,3120,0,0,41,12,1.7821,0,2632,44,13,8.4574,32600,0.5515,7,3,5,0,7,27.03985,0.5777924,49
1,2040,0,0,41,14,2.9412,2.8,2600,43,12,5,19150,0.6915,7,10,11,1,15,13.14995,1.078818,225
1,1610,0,3,36,12,4.9689,4.25,2156,36,13,7.4212,24400,0.6615,12,17,9.5,1,10,16.40007,1.603199,100
1,215,0,3,37,12,1.8605,0,3625,41,12,4.4938,21700,0.6915,10,7,3,0,2,21.29999,0.6208453,4
1,1120,0,0,38,12,8.0357,0,2420,42,12,7.0252,26201,0.6215,7,3,9.5,1,19,17.20102,2.083894,361
1,846,0,2,43,14,3.9716,4.2,2080,43,9,3.2788,11920,0.7515,3,3,7.5,1,25,8.560026,1.379169,625
1,3225,0,0,54,16,3.0416,0,3443,59,17,1.2861,16300,0.7215,12,12,9.5,1,25,6.49084,1.112384,625
1,1376,0,1,38,12,2.907,3.75,2250,41,12,5.5556,16500,0.7215,7,7,5,1,7,12.49997,1.067122,49
1,980,1,0,30,12,3.0612,3.6,2535,34,16,7.4951,30000,0.5815,12,7,11,1,15,27.00002,1.118807,225
1,1838,0,0,49,12,4.8966,5,2352,48,15,22.109,62500,0.4415,7,7,9.5,1,11,53.50005,1.588541,121
1,1494,0,1,45,13,4.0161,2.5,3036,49,6,9.058,58500,0.4415,10,10,9.5,1,25,52.49995,1.390311,625
1,450,0,0,51,13,5.5556,3.5,2600,57,14,11.538,40900,0.5215,7,7,9.5,1,19,38.39998,1.714806,361
1,1976,0,0,34,10,1.2227,2.45,2223,39,7,6.0468,16308,0.6915,0,10,7.5,1,4,13.89194,0.2010615,16
1,2012,0,2,34,12,2.6839,3.61,2666,34,10,1.3653,9300,0.7515,7,7,7.5,1,14,3.899993,0.987271,196
1,561,0,1,41,12,2.6738,3.25,2006,41,17,16.55,35700,0.5515,10,9,7.5,1,19,34.2,0.9835007,361
1,1715,0,1,49,12,9.3294,7.05,1710,49,17,8.7719,35700,0.64,9,9,11,1,18,19.70008,2.233171,324
1,1912,0,0,32,12,3.1381,3.6,1920,46,14,9.6354,24500,0.6615,12,12,5,1,14,18.49995,1.143618,196
1,3686,0,0,32,14,0.5426,0,1647,39,14,6.6788,13000,0.7215,12,12,7.5,1,11,10.99998,-0.6113829,121
1,1080,0,2,32,17,8.6111,4.65,3080,35,15,7.5727,52600,0.4415,12,12,5,0,4,43.30001,2.153052,16
1,1799,0,0,47,10,3.6687,3.25,1920,48,10,7.8125,25360,0.6615,3,7,7.5,1,29,18.76001,1.299837,841
1,1984,0,1,39,9,2.3185,2.3,2420,47,4,1.9835,9400,0.7515,9,9,7.5,0,21,4.800096,0.8409204,441
1,1839,0,0,49,12,2.882,3.27,2205,53,15,9.5238,26800,0.6215,12,12,11,1,24,21.5,1.058484,576
1,1579,0,3,37,12,3.1666,0,3035,39,14,6.425,33040,0.6615,12,7,7.5,1,19,28.03994,1.152658,361
1,96,0,0,59,16,3.6458,0,2185,60,15,10.984,26350,0.6215,14,12,7.5,1,31,26,1.293576,961
1,1920,0,0,50,12,6.25,5.47,1880,56,12,12.766,39000,0.5215,7,7,14,1,28,27,1.832582,784
1,1688,0,1,32,17,10.249,9.8,1863,33,17,9.5545,35100,0.61,12,12,9.5,1,15,17.79969,2.32718,225
1,1589,0,0,46,12,3.2096,5.54,2456,48,16,5.4967,22502,0.6615,12,12,11,0,27,17.40195,1.166146,729
1,345,0,2,43,17,7.6522,5,1847,46,17,9.7618,21950,0.6915,12,14,14,0,13,19.30999,2.034993,169
1,1521,0,3,37,11,1.9724,2.3,2000,42,6,5,13000,0.7515,7,7,7.5,0,4,9.99998,0.6792511,16
1,1490,0,2,32,16,4.698,3.9,1856,35,14,5.9995,18180,0.7215,12,14,9,1,10,11.17998,1.547137,100
1,989,0,1,39,11,2.1234,2.76,1880,43,14,6.9149,20957,0.6915,10,10,9,1,8,18.85696,0.7530186,64
1,600,0,2,34,13,2.3333,2.9,3020,35,12,4.9669,13700,0.7215,12,12,7.5,0,4,12.30002,0.8472836,16
1,2646,0,1,39,11,2.3896,0,2646,41,8,2.3896,20000,0.6915,7,7,5,1,18,13.67712,0.871126,324
1,2149,0,3,45,8,1.2564,2.5,1640,48,9,4.5122,12260,0.7515,7,7,5,1,3,9.559997,0.2282505,9
1,320,0,0,50,11,1.0938,0,1950,54,11,9.2308,24850,0.6615,3,12,7.5,1,11,24.49998,0.0896578,121
1,1600,0,1,40,12,3.75,3.3,1920,39,12,11.458,29150,0.5815,12,7,7.5,1,8,23.15,1.321756,64
1,2419,0,1,30,10,3.3072,3.9,2025,34,12,7.6993,23591,0.6615,7,7,11,1,10,15.59088,1.196102,100
1,2005,0,0,57,17,5.1352,5.25,2470,56,17,4.183,24717,0.6615,16,12,11,1,33,14.42092,1.636119,1089
1,1960,0,1,39,12,6.6327,3.6,1800,43,12,8.3333,30455,0.6215,12,12,9,1,19,17.45491,1.892012,361
1,2147,0,0,53,12,4.5645,4.9,1920,56,8,5.1042,19600,0.6915,12,12,7.5,1,35,9.800019,1.518309,1225
1,1207,0,1,48,17,11.848,7.15,2039,53,17,8.2271,31875,0.64,7,12,5,1,21,17.57446,2.472159,441
1,2000,0,1,46,14,3.75,3.75,2570,48,16,5.6634,24055,0.6615,14,14,7.5,0,7,16.555,1.321756,49
1,1260,0,0,47,12,4.3651,4.35,1914,54,12,5.222,18795,0.7215,7,10,7.5,0,18,13.29497,1.473641,324
1,90,0,1,43,12,3.9333,4,1516,47,10,7.19,12198,0.7515,7,7,7.5,0,4,11.844,1.369479,16
1,1800,0,0,47,12,3.3333,3.25,2520,47,16,13.907,52645,0.4915,12,7,7.5,1,12,46.64506,1.203963,144
1,573,0,1,47,12,3.3159,2.2,2327,48,12,6.0163,16600,0.7215,10,7,14,0,16,14.69999,1.198729,256
1,1825,0,0,47,12,3.5616,3,2188,50,12,7.6782,32590,0.6215,7,7,7.5,1,14,26.09008,1.27021,196
1,75,0,0,46,12,1.6,0,1864,48,12,5.3112,10020,0.7515,3,7,7.5,1,3,9.9,0.4700036,9
1,1348,0,4,34,9,2.2255,2.3,2183,33,10,4.1228,12048,0.7515,7,7,11,0,1,9.048026,0.7999817,1
1,1880,0,0,48,10,4.7872,4.25,1920,55,12,7.8125,39750,0.6215,7,7,11,0,27,30.75006,1.565946,729
1,1240,0,1,30,12,5.8065,6.9,1824,31,12,4.6053,15700,0.7215,10,7,7.5,1,12,8.49994,1.758978,144
1,848,0,1,51,12,2.3585,2.3,2878,54,12,3.9746,24250,0.6615,7,7,3,0,6,22.24999,0.8580258,36
1,150,0,5,52,12,2,0,2390,54,16,15.063,43210,0.5215,7,12,14,1,9,42.91,0.6931472,81
1,2000,0,2,37,12,1.9,1.85,3120,39,13,4.5064,37100,0.6215,12,12,5,0,2,33.3,0.6418539,4
1,1952,0,2,32,12,5.123,3.25,2040,33,12,5.8824,23820,0.6615,12,7,5,0,6,13.8199,1.63374,36
1,1456,0,2,36,17,5.4945,6.04,2151,35,15,10.228,31600,0.5815,12,14,5,1,9,23.60001,1.703748,81
1,1740,0,2,35,12,6.3218,5.5,1976,37,14,6.5789,24000,0.6615,10,10,7.5,1,16,13.00007,1.844004,256
1,1400,0,0,45,17,7.1429,7.14,2286,51,16,8.8145,30750,0.5815,14,12,5,0,22,20.74994,1.966119,484
1,2000,0,0,56,12,2.375,2.7,2032,60,10,2.9528,11050,0.7515,7,7,14,0,26,6.3,0.8649974,676
1,1750,0,2,40,10,2.5429,2.74,1680,45,4,4.5173,12239,0.7515,7,7,14,0,11,7.788925,0.9333052,121
1,1101,1,2,45,12,2.1798,2.3,1560,49,14,5.1282,12870,0.7515,14,12,7.5,1,11,10.47004,0.7792332,121
1,2000,0,2,32,12,2.6,2.5,2895,30,12,4.1451,17200,0.7215,10,7,7.5,0,15,12,0.9555114,225
1,1877,0,0,45,12,3.7294,3.6,1820,50,8,8.7912,23980,0.6615,10,10,7.5,0,13,16.97992,1.316247,169
1,160,0,2,40,12,4.375,1.85,2450,44,12,7.3061,18600,0.6915,7,12,14,1,6,17.9,1.475906,36
1,1886,0,1,38,12,4.4433,4,1748,42,8,6.0069,23920,0.6915,7,10,9.5,1,20,15.53994,1.491397,400
1,1446,0,4,49,12,4.2877,4.4,1020,45,12,8.3333,16084,0.7515,7,7,14,1,17,9.883986,1.45575,289
1,1500,0,1,47,16,1.6667,1.5,2342,49,17,11.529,31100,0.5815,14,14,11,1,8,28.59995,0.5108456,64
1,860,0,0,52,13,3.2558,5.83,2250,53,12,6.6667,20460,0.6615,7,7,11,1,13,17.66001,1.180438,169
1,1848,0,1,34,13,5.4113,6,2880,40,16,8.6806,36000,0.5515,12,12,7.5,1,15,25.99992,1.688489,225
1,1678,0,2,44,12,2.205,2.3,2032,46,12,3.468,17302,0.7215,14,12,3,0,14,13.60201,0.7907275,196
1,160,0,3,36,16,4.0625,0,3120,42,16,3.0321,16450,0.7215,14,7,3,0,14,15.8,1.401799,196
1,108,0,0,50,17,0.6482,0,1760,57,16,13.807,41170,0.5815,14,16,9.5,1,6,41.09999,-0.433556,36
1,1738,0,0,45,12,5.3826,6.18,1725,47,12,6.2174,20130,0.6615,0,0,7.5,1,24,10.77504,1.683172,576
1,1170,0,2,44,14,0.1709,0,2080,46,13,4.2308,9200,0.7515,16,12,9.5,1,10,9.000047,-1.766677,100
1,15,0,2,57,12,23.467,0,2040,57,10,11.47,24751,0.6615,7,7,11,1,2,24.39899,3.155595,4
1,2088,0,0,35,17,9.5785,9.98,2940,42,17,12.245,57300,0.5,12,17,9.5,1,9,37.30009,2.259521,81
1,2490,0,0,46,12,3.6948,3.77,2280,52,12,9.2105,37200,0.5815,7,7,7.5,1,23,27.99995,1.306926,529
1,135,2,1,30,14,2.2222,0,2164,35,16,6.3309,14000,0.7215,10,12,14,1,12,13.7,0.7984977,144
1,1944,0,3,42,12,1.749,2.3,1999,44,12,7.8039,20610,0.6915,7,3,14,0,8,17.20994,0.5590442,64
1,690,0,1,34,12,1.1594,2.25,1824,36,13,7.6754,14800,0.7215,10,7,7.5,1,16,14.00001,0.1479026,256
1,608,0,2,45,17,6.9901,3,2182,47,16,15.582,40005,0.5515,10,14,14,1,10,35.75502,1.944495,100
1,63,1,2,35,16,3.9683,0,2385,37,16,9.6436,23750,0.6615,14,7,14,1,7,23.5,1.378338,49
1,154,0,0,40,16,21.429,8.13,2460,44,17,12.886,35300,0.5515,7,12,14,1,19,31.99993,3.064745,361
1,420,0,1,32,12,0.4762,2.85,2595,35,16,6.5511,17350,0.6915,12,12,7.5,1,2,17.15,-0.7419173,4
1,651,0,0,54,9,2.1505,1.44,2400,57,10,8.25,21650,0.6615,7,7,7.5,1,9,20.25002,0.7657004,81
1,675,0,3,38,12,1.8578,2.2,3120,42,8,1.3792,6740,0.7915,7,7,14,0,14,5.485985,0.619393,196
1,1663,0,3,43,12,4.3295,3.6,2850,42,12,5.2632,32275,0.6915,12,14,5,1,9,25.07504,1.465452,81
1,1680,0,0,54,16,8.9286,7,760,60,12,10.526,33220,0.72,14,7,9.5,1,16,18.21995,2.18926,256
1,180,0,3,39,14,2.7778,4,2500,37,17,10,26500,0.6215,12,12,7.5,1,7,26,1.021659,49
1,1581,0,1,37,12,2.6565,3.25,2630,39,14,12.548,38700,0.5215,7,12,5,1,6,34.50007,0.9770095,36
1,1200,0,2,46,12,2.5,3.08,2597,48,8,4.6207,15400,0.7215,7,7,5,1,22,12.4,0.9162908,484
1,450,0,0,56,11,18.267,0,2760,60,11,1.854,19007,0.6915,7,7,3,0,9,10.78685,2.905096,81
1,547,0,3,41,12,0.819,2,2070,44,8,7.4266,16771,0.7215,12,7,7.5,0,9,16.32301,-0.1996712,81
1,300,0,1,45,16,2,0,2256,48,16,13.298,31100,0.5815,16,7,11,1,14,30.5,0.6931472,196
1,975,0,1,44,17,15.385,8.5,1505,47,16,26.578,66300,0.5,3,3,7.5,1,17,51.29963,2.733393,289
1,1621,0,1,50,17,6.4775,0,2364,52,17,13.959,43550,0.4915,16,12,5,0,12,33.04997,1.868335,144
1,300,0,5,37,14,8.3333,3.5,2895,38,14,13.126,37250,0.6215,7,7,11,0,13,34.75001,2.12026,169
1,1868,0,1,44,12,4.5503,4.25,2041,46,12,7.8883,24900,0.6615,16,7,14,0,8,16.40004,1.515193,64
1,1803,0,2,32,14,2.4958,1.9,2195,34,17,8.656,24200,0.6615,7,14,9.5,1,10,19.70007,0.9146093,100
1,2143,1,1,34,12,4.4797,4.8,1935,40,12,3.4109,16200,0.7215,10,10,14,0,16,6.600003,1.499556,256
1,1080,0,2,32,10,2.2324,2.3,1950,35,10,4.6256,11431,0.7515,10,10,7.5,0,1,9.020008,0.8030772,1
1,1352,0,3,37,12,2.071,1.8,2375,38,14,4.2105,13200,0.7515,10,10,11,0,6,10.40001,0.7280316,36
1,537,0,1,44,13,1.676,0,1920,55,8,4.2708,15420,0.7715,10,10,9,1,4,14.51999,0.51641,16
1,352,0,2,34,16,3.4091,0,3300,33,12,3.3424,18400,0.6915,12,12,14,0,8,17.2,1.226448,64
1,200,1,3,33,12,2.5,8,3680,33,16,8.6359,43500,0.4915,10,3,5,1,4,43,0.9162908,16
1,2045,0,3,43,7,3.9609,4.07,1968,43,12,6.7581,21972,0.6915,7,7,7.5,1,15,13.87196,1.376471,225
1,1253,0,2,35,16,6.2275,3.97,2504,33,10,0.5843,7774,0.7715,16,16,11,0,7,-0.0290575,1.828975,49
1,1960,0,1,43,14,3.9286,3.85,2000,45,14,5.335,24470,0.6915,7,7,7.5,0,14,16.76994,1.368283,196
1,2000,0,0,34,12,2.9,2.5,1656,37,12,4.7101,13600,0.7215,7,7,7.5,0,16,7.8,1.064711,256
1,1960,0,3,36,10,4.0816,4.55,1968,39,7,4.9797,22500,0.7215,7,0,7.5,0,15,14.50006,1.406489,225
1,2000,0,2,41,12,2.85,4.2,2016,41,12,2.9762,13600,0.7215,7,7,14,0,23,7.9,1.047319,529
1,1568,0,0,41,16,7.0153,6.31,2602,44,17,12.744,90800,0.4415,7,7,7.5,0,19,79.80001,1.948093,361
1,1225,0,3,35,10,2.9388,2.4,1560,43,9,3.8462,10776,0.7515,10,10,7.5,0,4,7.17597,1.078001,16
1,780,1,3,32,12,1.9231,3.25,1827,37,10,7.2233,19007,0.7515,10,7,5,1,12,17.50698,0.6539385,144
1,480,0,0,30,14,6.875,0,2080,34,14,8.8077,23900,0.6615,12,12,14,1,12,20.6,1.927892,144
1,1923,0,0,43,12,3.9002,4.74,3390,47,12,5.3864,26060,0.6215,7,7,7.5,1,25,18.55992,1.361028,625
1,2000,0,0,54,6,2,0,2524,57,6,3.6846,13300,0.7215,7,7,7.5,0,14,9.3,0.6931472,196
1,2110,0,2,35,15,4.9763,4.37,2777,34,12,1.8437,15620,0.7215,7,7,7.5,0,14,5.120008,1.604687,196
1,1664,0,0,50,12,1.2019,5,3120,54,13,1.3013,16500,0.7215,7,7,7.5,0,11,14.50004,0.1839036,121
1,48,1,1,34,17,22.5,0,2700,36,17,7.2222,20880,0.6915,14,16,5,1,7,19.8,3.113515,49
1,1791,0,0,52,14,6.8677,6.18,1904,57,12,7.3529,30600,0.6615,14,12,9.5,1,18,18.29995,1.926829,324
1,1404,0,3,35,13,3.5613,5.3,2360,38,14,11.864,39000,0.6215,7,10,9,1,4,33.99994,1.270126,16
1,1920,0,0,55,6,1.9792,2.58,1960,58,8,5.3327,15428,0.7215,7,7,7.5,0,37,11.62794,0.6826927,1369
1,2141,0,0,35,16,5.3713,6,2000,42,16,5.5,23300,0.6615,7,7,7.5,0,13,11.80005,1.68107,169
1,1720,0,1,49,14,1.7442,0,2600,45,16,7.2308,42100,0.5215,16,16,9.5,1,14,39.09998,0.556296,196
1,3533,2,2,38,15,5.0948,8.5,2000,38,9,7,36430,0.64,12,7,9.5,1,17,18.43007,1.62822,289
1,2000,0,2,42,14,2.5,0,2218,45,14,7.2137,26000,0.6915,7,7,9.5,1,5,21,0.9162908,25
1,800,0,1,48,8,3.825,2.3,2000,52,5,4.5,62060,0.7515,7,7,7.5,0,2,59,1.341558,4
1,3000,0,0,51,14,1,0,2595,53,16,8.8632,28300,0.6215,12,12,9.5,1,0,25.3,0,0
1,293,0,2,43,12,3.0717,4,2400,47,12,9.3333,24149,0.6615,12,10,7.5,1,3,23.24899,1.122231,9
1,1872,0,1,43,12,1.7163,0,2856,48,12,3.8263,28141,0.6615,12,10,7.5,1,21,24.92809,0.5401708,441
1,2058,0,1,38,12,4.0209,4,2601,38,14,5.4448,23057,0.6615,10,10,7.5,1,20,14.78199,1.391506,400
1,1832,0,1,44,12,5.4585,4.95,2054,48,9,8.7634,28900,0.6215,3,7,7.5,1,19,18.90003,1.697174,361
1,120,1,3,36,12,25,9.98,2500,35,12,8.4,24000,0.6615,12,10,9.5,1,4,21,3.218876,16
1,1632,0,0,38,12,2.3897,2.3,1960,31,12,5.102,13900,0.7215,12,12,7.5,0,19,10.00001,0.8711678,361
1,778,0,0,47,8,3.2134,7.25,2058,51,8,7.4101,31810,0.6915,12,12,5,1,11,29.30997,1.16733,121
1,1984,0,2,34,12,3.377,3.14,2410,49,10,5.3527,19840,0.6915,7,7,7.5,0,14,13.14003,1.216988,196
1,225,1,2,40,17,1.7778,0,1278,38,17,19.562,25490,0.6615,16,17,14,1,8,25.08999,0.5753766,64
1,1960,0,1,31,12,3.1633,3.18,2875,35,12,5.0783,20800,0.6915,12,12,7.5,0,13,14.59993,1.151616,169
1,444,0,0,46,12,2.7027,0,2340,49,12,0.5128,2400,0.8015,10,16,7.5,1,24,1.200001,0.9942513,576
1,384,0,3,36,14,1.6927,0,3060,43,17,5.402,32650,0.5815,10,10,14,1,1,32,0.5263249,1
1,1170,1,2,39,13,0.2137,0,1920,47,12,7.8646,16370,0.7215,12,16,11,1,1,16.11997,-1.543182,1
1,1330,0,2,36,17,6.7669,4.5,3390,38,12,6.0531,35500,0.5515,7,7,14,0,3,26.50002,1.912043,9
1,1350,0,4,37,8,1.7407,2.1,2400,41,12,5,15100,0.7515,7,7,3,0,4,12.75006,0.5542873,16
1,480,0,4,39,12,2.5,0,1640,40,11,7.6829,14100,0.7515,7,9,3,0,21,12.9,0.9162908,441
1,1984,1,3,36,11,4.4859,3.26,1656,38,8,6.0386,19600,0.7215,7,3,14,0,10,10.69998,1.500939,100
1,1944,0,2,49,12,2.572,2.7,1920,53,16,5.851,19434,0.7215,7,7,5,1,13,14.43403,0.9446838,169
1,50,1,1,45,12,3.46,5,1780,46,10,6.7416,23882,0.7215,7,7,9.5,1,9,23.709,1.241269,81
1,460,2,0,32,17,4.7826,0,1850,31,17,8.1081,17300,0.7215,7,7,7.5,0,14,15.1,1.564984,196
1,680,0,5,36,10,2.3118,0,3430,43,12,5.3061,19772,0.7215,7,7,7.5,0,2,18.19998,0.8380265,4
1,2450,0,1,40,12,5.3061,6.5,2008,40,8,7.2709,35641,0.6215,7,7,5,1,21,22.64106,1.668857,441
1,2144,0,2,43,13,5.8675,0,2140,43,11,8.1776,34220,0.5815,7,7,7.5,1,22,21.64008,1.769429,484
1,1760,0,1,33,12,3.4091,3.21,3380,34,12,7.1006,30000,0.5815,12,16,11,1,14,23.99998,1.226448,196
1,490,0,1,30,12,4.0816,2.46,2430,33,11,6.5844,18000,0.6915,12,12,7.5,1,7,16.00002,1.406489,49
0,0,0,1,49,12,0,0,2550,54,15,7.8529,21025,0.6615,14,12,7.5,1,2,21.025,NA,4
0,0,2,0,30,16,0,0,1928,34,16,11.929,23600,0.6615,14,7,9.5,1,5,23.6,NA,25
0,0,1,0,30,12,0,0,1100,39,17,18,22800,0.6615,12,12,7.5,0,12,22.8,NA,144
0,0,0,4,41,12,0,0,3193,40,16,10.022,35910,0.5815,7,7,7.5,1,1,35.91,NA,1
0,0,0,1,45,12,0,0,2250,46,16,9.3333,21700,0.6615,7,7,5,1,12,21.7,NA,144
0,0,0,5,43,12,0,0,2012,44,13,6.085,21823,0.7515,7,7,7.5,1,4,21.823,NA,16
0,0,0,1,42,13,0,0,3856,46,15,5.7054,31000,0.6615,10,7,11,1,9,31,NA,81
0,0,0,0,60,12,0,0,1645,58,12,9.1185,15300,0.7215,7,7,7.5,1,9,15.3,NA,81
0,0,0,0,57,12,0,0,1554,57,12,7.2072,12925,0.7215,9,3,7.5,1,6,12.925,NA,36
0,0,0,2,38,10,0,0,2352,41,8,5.3146,15830,0.7515,12,7,5,0,5,15.83,NA,25
0,0,0,0,56,12,0,0,1980,58,12,8.2828,30200,0.6915,12,12,7.5,1,5,30.2,NA,25
0,0,0,3,32,12,0,0,2352,37,7,7.0578,16600,0.7215,10,7,5,0,8,16.6,NA,64
